파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
22,a1_11(4).jpg,https://www.bigdatahub.go.kr/images/disease/,11,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
23,a1_11(5).jpg,https://www.bigdatahub.go.kr/images/disease/,11,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
24,a1_11(6).jpg,https://www.bigdatahub.go.kr/images/disease/,11,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
25,a1_11(7).jpg,https://www.bigdatahub.go.kr/images/disease/,11,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
26,a1_11(8).jpg,https://www.bigdatahub.go.kr/images/disease/,11,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
27,a1_11(9).jpg,https://www.bigdatahub.go.kr/images/disease/,11,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병
28,a1_15(1).jpg,https://www.bigdatahub.go.kr/images/disease/,15,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
29,a1_15(2).jpg,https://www.bigdatahub.go.kr/images/disease/,15,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
30,a1_15(3).jpg,https://www.bigdatahub.go.kr/images/disease/,15,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
31,a1_15(4).jpg,https://www.bigdatahub.go.kr/images/disease/,15,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
32,a1_15(5).jpg,https://www.bigdatahub.go.kr/images/disease/,15,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
33,a1_15(6).jpg,https://www.bigdatahub.go.kr/images/disease/,15,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
34,a1_15(7).jpg,https://www.bigdatahub.go.kr/images/disease/,15,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
35,a1_15(8).jpg,https://www.bigdatahub.go.kr/images/disease/,15,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
36,a1_15(9).jpg,https://www.bigdatahub.go.kr/images/disease/,15,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
37,a1_16(1).jpg,https://www.bigdatahub.go.kr/images/disease/,16,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병+기타12
38,a1_17(1).jpg,https://www.bigdatahub.go.kr/images/disease/,17,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+탄저병+기타5
39,a1_18(1).jpg,https://www.bigdatahub.go.kr/images/disease/,18,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
40,a1_18(2).jpg,https://www.bigdatahub.go.kr/images/disease/,18,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
41,a1_18(3).jpg,https://www.bigdatahub.go.kr/images/disease/,18,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
42,a1_18(4).jpg,https://www.bigdatahub.go.kr/images/disease/,18,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
43,a1_18(5).jpg,https://www.bigdatahub.go.kr/images/disease/,18,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
44,a1_18(6).jpg,https://www.bigdatahub.go.kr/images/disease/,18,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
45,a1_18(7).jpg,https://www.bigdatahub.go.kr/images/disease/,18,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
46,a1_18(8).jpg,https://www.bigdatahub.go.kr/images/disease/,18,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
47,a1_18(9).jpg,https://www.bigdatahub.go.kr/images/disease/,18,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
48,a1_19(1).jpg,https://www.bigdatahub.go.kr/images/disease/,19,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
49,a1_19(2).jpg,https://www.bigdatahub.go.kr/images/disease/,19,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
50,a1_19(3).jpg,https://www.bigdatahub.go.kr/images/disease/,19,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
51,a1_19(4).jpg,https://www.bigdatahub.go.kr/images/disease/,19,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
52,a1_19(5).jpg,https://www.bigdatahub.go.kr/images/disease/,19,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
53,a1_19(6).jpg,https://www.bigdatahub.go.kr/images/disease/,19,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
54,a1_19(7).jpg,https://www.bigdatahub.go.kr/images/disease/,19,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
55,a1_19(8).jpg,https://www.bigdatahub.go.kr/images/disease/,19,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
56,a1_19(9).jpg,https://www.bigdatahub.go.kr/images/disease/,19,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병
57,a1_35(1).jpg,https://www.bigdatahub.go.kr/images/disease/,35,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
58,a1_35(2).jpg,https://www.bigdatahub.go.kr/images/disease/,35,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
59,a1_35(3).jpg,https://www.bigdatahub.go.kr/images/disease/,35,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
60,a1_35(4).jpg,https://www.bigdatahub.go.kr/images/disease/,35,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
61,a1_35(5).jpg,https://www.bigdatahub.go.kr/images/disease/,35,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
62,a1_35(6).jpg,https://www.bigdatahub.go.kr/images/disease/,35,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
63,a1_35(7).jpg,https://www.bigdatahub.go.kr/images/disease/,35,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
64,a1_35(8).jpg,https://www.bigdatahub.go.kr/images/disease/,35,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
65,a1_35(9).jpg,https://www.bigdatahub.go.kr/images/disease/,35,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+가루이+노균병
66,a1_37(1).jpg,https://www.bigdatahub.go.kr/images/disease/,37,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+모자이크병
67,a1_37(2).jpg,https://www.bigdatahub.go.kr/images/disease/,37,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,흰가루병+모자이크병
68,a1_38(1).jpg,https://www.bigdatahub.go.kr/images/disease/,38,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
69,a1_38(2).jpg,https://www.bigdatahub.go.kr/images/disease/,38,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
70,a1_38(3).jpg,https://www.bigdatahub.go.kr/images/disease/,38,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
71,a1_38(4).jpg,https://www.bigdatahub.go.kr/images/disease/,38,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
72,a1_38(5).jpg,https://www.bigdatahub.go.kr/images/disease/,38,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
73,a1_38(6).jpg,https://www.bigdatahub.go.kr/images/disease/,38,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
74,a1_38(7).jpg,https://www.bigdatahub.go.kr/images/disease/,38,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
75,a1_38(8).jpg,https://www.bigdatahub.go.kr/images/disease/,38,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
76,a1_38(9).jpg,https://www.bigdatahub.go.kr/images/disease/,38,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+흰가루병
77,a1_40(1).jpg,https://www.bigdatahub.go.kr/images/disease/,40,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
78,a1_40(2).jpg,https://www.bigdatahub.go.kr/images/disease/,40,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
79,a1_40(3).jpg,https://www.bigdatahub.go.kr/images/disease/,40,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
80,a1_40(4).jpg,https://www.bigdatahub.go.kr/images/disease/,40,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
81,a1_40(5).jpg,https://www.bigdatahub.go.kr/images/disease/,40,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
82,a1_40(6).jpg,https://www.bigdatahub.go.kr/images/disease/,40,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
83,a1_40(7).jpg,https://www.bigdatahub.go.kr/images/disease/,40,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
84,a1_40(8).jpg,https://www.bigdatahub.go.kr/images/disease/,40,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
85,a1_40(9).jpg,https://www.bigdatahub.go.kr/images/disease/,40,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,노균병+모자이크병+흰가루병
86,a1_88(1).jpg,https://www.bigdatahub.go.kr/images/disease/,88,1,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
87,a1_88(2).jpg,https://www.bigdatahub.go.kr/images/disease/,88,2,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
88,a1_88(3).jpg,https://www.bigdatahub.go.kr/images/disease/,88,3,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
89,a1_88(4).jpg,https://www.bigdatahub.go.kr/images/disease/,88,4,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
90,a1_88(5).jpg,https://www.bigdatahub.go.kr/images/disease/,88,5,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
91,a1_88(6).jpg,https://www.bigdatahub.go.kr/images/disease/,88,6,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
92,a1_88(7).jpg,https://www.bigdatahub.go.kr/images/disease/,88,7,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
93,a1_88(8).jpg,https://www.bigdatahub.go.kr/images/disease/,88,8,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
94,a1_88(9).jpg,https://www.bigdatahub.go.kr/images/disease/,88,9,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병
95,a1_90(1).jpg,https://www.bigdatahub.go.kr/images/disease/,90,1,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
96,a1_90(2).jpg,https://www.bigdatahub.go.kr/images/disease/,90,2,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
97,a1_90(3).jpg,https://www.bigdatahub.go.kr/images/disease/,90,3,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
98,a1_90(4).jpg,https://www.bigdatahub.go.kr/images/disease/,90,4,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
99,a1_90(5).jpg,https://www.bigdatahub.go.kr/images/disease/,90,5,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
100,a1_90(6).jpg,https://www.bigdatahub.go.kr/images/disease/,90,6,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
101,a1_90(7).jpg,https://www.bigdatahub.go.kr/images/disease/,90,7,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
102,a1_90(8).jpg,https://www.bigdatahub.go.kr/images/disease/,90,8,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
103,a1_90(9).jpg,https://www.bigdatahub.go.kr/images/disease/,90,9,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+노균병
104,a1_91(1).jpg,https://www.bigdatahub.go.kr/images/disease/,91,1,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
105,a1_91(2).jpg,https://www.bigdatahub.go.kr/images/disease/,91,2,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
106,a1_91(3).jpg,https://www.bigdatahub.go.kr/images/disease/,91,3,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
107,a1_91(4).jpg,https://www.bigdatahub.go.kr/images/disease/,91,4,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
108,a1_91(5).jpg,https://www.bigdatahub.go.kr/images/disease/,91,5,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
109,a1_91(6).jpg,https://www.bigdatahub.go.kr/images/disease/,91,6,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
110,a1_91(7).jpg,https://www.bigdatahub.go.kr/images/disease/,91,7,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
111,a1_91(8).jpg,https://www.bigdatahub.go.kr/images/disease/,91,8,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
112,a1_91(9).jpg,https://www.bigdatahub.go.kr/images/disease/,91,9,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,흰가루병+탄저병
113,a1_103(1).jpg,https://www.bigdatahub.go.kr/images/disease/,103,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
114,a1_103(2).jpg,https://www.bigdatahub.go.kr/images/disease/,103,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
115,a1_103(3).jpg,https://www.bigdatahub.go.kr/images/disease/,103,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
116,a1_103(4).jpg,https://www.bigdatahub.go.kr/images/disease/,103,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
117,a1_103(5).jpg,https://www.bigdatahub.go.kr/images/disease/,103,5,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
118,a1_103(6).jpg,https://www.bigdatahub.go.kr/images/disease/,103,6,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
119,a1_103(7).jpg,https://www.bigdatahub.go.kr/images/disease/,103,7,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
120,a1_103(8).jpg,https://www.bigdatahub.go.kr/images/disease/,103,8,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
121,a1_103(9).jpg,https://www.bigdatahub.go.kr/images/disease/,103,9,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+흰가루병
122,a1_105(1).jpg,https://www.bigdatahub.go.kr/images/disease/,105,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
123,a1_105(2).jpg,https://www.bigdatahub.go.kr/images/disease/,105,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
124,a1_105(3).jpg,https://www.bigdatahub.go.kr/images/disease/,105,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
125,a1_105(4).jpg,https://www.bigdatahub.go.kr/images/disease/,105,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
126,a1_105(5).jpg,https://www.bigdatahub.go.kr/images/disease/,105,5,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
127,a1_105(6).jpg,https://www.bigdatahub.go.kr/images/disease/,105,6,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
128,a1_105(7).jpg,https://www.bigdatahub.go.kr/images/disease/,105,7,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
129,a1_105(8).jpg,https://www.bigdatahub.go.kr/images/disease/,105,8,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
130,a1_105(9).jpg,https://www.bigdatahub.go.kr/images/disease/,105,9,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
131,a1_106(1).jpg,https://www.bigdatahub.go.kr/images/disease/,106,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
132,a1_106(2).jpg,https://www.bigdatahub.go.kr/images/disease/,106,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
133,a1_106(3).jpg,https://www.bigdatahub.go.kr/images/disease/,106,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
134,a1_106(4).jpg,https://www.bigdatahub.go.kr/images/disease/,106,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
135,a1_106(5).jpg,https://www.bigdatahub.go.kr/images/disease/,106,5,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
136,a1_106(6).jpg,https://www.bigdatahub.go.kr/images/disease/,106,6,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
137,a1_106(7).jpg,https://www.bigdatahub.go.kr/images/disease/,106,7,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
138,a1_106(8).jpg,https://www.bigdatahub.go.kr/images/disease/,106,8,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
139,a1_106(9).jpg,https://www.bigdatahub.go.kr/images/disease/,106,9,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+덩굴마름병
140,a1_107(1).jpg,https://www.bigdatahub.go.kr/images/disease/,107,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
141,a1_107(2).jpg,https://www.bigdatahub.go.kr/images/disease/,107,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
142,a1_107(3).jpg,https://www.bigdatahub.go.kr/images/disease/,107,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
143,a1_107(4).jpg,https://www.bigdatahub.go.kr/images/disease/,107,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,흰가루병+기타10
