파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
31,a1_50(9).jpg,https://www.bigdatahub.go.kr/images/disease/,50,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
32,a1_53(1).jpg,https://www.bigdatahub.go.kr/images/disease/,53,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
33,a1_53(2).jpg,https://www.bigdatahub.go.kr/images/disease/,53,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
34,a1_53(3).jpg,https://www.bigdatahub.go.kr/images/disease/,53,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
35,a1_53(4).jpg,https://www.bigdatahub.go.kr/images/disease/,53,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
36,a1_53(5).jpg,https://www.bigdatahub.go.kr/images/disease/,53,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
37,a1_53(6).jpg,https://www.bigdatahub.go.kr/images/disease/,53,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
38,a1_53(7).jpg,https://www.bigdatahub.go.kr/images/disease/,53,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
39,a1_53(8).jpg,https://www.bigdatahub.go.kr/images/disease/,53,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
40,a1_53(9).jpg,https://www.bigdatahub.go.kr/images/disease/,53,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
41,a1_57(1).jpg,https://www.bigdatahub.go.kr/images/disease/,57,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
42,a1_57(2).jpg,https://www.bigdatahub.go.kr/images/disease/,57,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
43,a1_57(3).jpg,https://www.bigdatahub.go.kr/images/disease/,57,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
44,a1_57(4).jpg,https://www.bigdatahub.go.kr/images/disease/,57,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
45,a1_57(5).jpg,https://www.bigdatahub.go.kr/images/disease/,57,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
46,a1_57(6).jpg,https://www.bigdatahub.go.kr/images/disease/,57,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
47,a1_57(7).jpg,https://www.bigdatahub.go.kr/images/disease/,57,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
48,a1_57(8).jpg,https://www.bigdatahub.go.kr/images/disease/,57,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
49,a1_57(9).jpg,https://www.bigdatahub.go.kr/images/disease/,57,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
50,a1_59(1).jpg,https://www.bigdatahub.go.kr/images/disease/,59,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
51,a1_59(2).jpg,https://www.bigdatahub.go.kr/images/disease/,59,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
52,a1_59(3).jpg,https://www.bigdatahub.go.kr/images/disease/,59,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
53,a1_59(4).jpg,https://www.bigdatahub.go.kr/images/disease/,59,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
54,a1_59(5).jpg,https://www.bigdatahub.go.kr/images/disease/,59,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
55,a1_59(6).jpg,https://www.bigdatahub.go.kr/images/disease/,59,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
56,a1_59(7).jpg,https://www.bigdatahub.go.kr/images/disease/,59,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
57,a1_59(8).jpg,https://www.bigdatahub.go.kr/images/disease/,59,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
58,a1_59(9).jpg,https://www.bigdatahub.go.kr/images/disease/,59,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
59,a1_61(1).jpg,https://www.bigdatahub.go.kr/images/disease/,61,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
60,a1_61(2).jpg,https://www.bigdatahub.go.kr/images/disease/,61,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
61,a1_61(3).jpg,https://www.bigdatahub.go.kr/images/disease/,61,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
62,a1_61(4).jpg,https://www.bigdatahub.go.kr/images/disease/,61,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
63,a1_61(5).jpg,https://www.bigdatahub.go.kr/images/disease/,61,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
64,a1_61(6).jpg,https://www.bigdatahub.go.kr/images/disease/,61,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
65,a1_61(7).jpg,https://www.bigdatahub.go.kr/images/disease/,61,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
66,a1_61(8).jpg,https://www.bigdatahub.go.kr/images/disease/,61,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
67,a1_61(9).jpg,https://www.bigdatahub.go.kr/images/disease/,61,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
68,a1_62(1).jpg,https://www.bigdatahub.go.kr/images/disease/,62,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
69,a1_62(2).jpg,https://www.bigdatahub.go.kr/images/disease/,62,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
70,a1_62(3).jpg,https://www.bigdatahub.go.kr/images/disease/,62,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
71,a1_62(4).jpg,https://www.bigdatahub.go.kr/images/disease/,62,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
72,a1_62(5).jpg,https://www.bigdatahub.go.kr/images/disease/,62,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
73,a1_62(6).jpg,https://www.bigdatahub.go.kr/images/disease/,62,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
74,a1_62(7).jpg,https://www.bigdatahub.go.kr/images/disease/,62,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
75,a1_62(8).jpg,https://www.bigdatahub.go.kr/images/disease/,62,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
76,a1_62(9).jpg,https://www.bigdatahub.go.kr/images/disease/,62,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
77,a1_63(1).jpg,https://www.bigdatahub.go.kr/images/disease/,63,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
78,a1_63(2).jpg,https://www.bigdatahub.go.kr/images/disease/,63,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
79,a1_63(3).jpg,https://www.bigdatahub.go.kr/images/disease/,63,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
80,a1_63(4).jpg,https://www.bigdatahub.go.kr/images/disease/,63,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
81,a1_63(5).jpg,https://www.bigdatahub.go.kr/images/disease/,63,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
82,a1_63(6).jpg,https://www.bigdatahub.go.kr/images/disease/,63,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
83,a1_63(7).jpg,https://www.bigdatahub.go.kr/images/disease/,63,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
84,a1_63(8).jpg,https://www.bigdatahub.go.kr/images/disease/,63,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
85,a1_63(9).jpg,https://www.bigdatahub.go.kr/images/disease/,63,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
86,a1_65(1).jpg,https://www.bigdatahub.go.kr/images/disease/,65,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
87,a1_65(2).jpg,https://www.bigdatahub.go.kr/images/disease/,65,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
88,a1_65(3).jpg,https://www.bigdatahub.go.kr/images/disease/,65,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
89,a1_65(4).jpg,https://www.bigdatahub.go.kr/images/disease/,65,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
90,a1_65(5).jpg,https://www.bigdatahub.go.kr/images/disease/,65,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
91,a1_65(6).jpg,https://www.bigdatahub.go.kr/images/disease/,65,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
92,a1_65(7).jpg,https://www.bigdatahub.go.kr/images/disease/,65,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
93,a1_65(8).jpg,https://www.bigdatahub.go.kr/images/disease/,65,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
94,a1_65(9).jpg,https://www.bigdatahub.go.kr/images/disease/,65,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
95,a1_66(1).jpg,https://www.bigdatahub.go.kr/images/disease/,66,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
96,a1_66(2).jpg,https://www.bigdatahub.go.kr/images/disease/,66,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
97,a1_66(3).jpg,https://www.bigdatahub.go.kr/images/disease/,66,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
98,a1_66(4).jpg,https://www.bigdatahub.go.kr/images/disease/,66,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
99,a1_66(5).jpg,https://www.bigdatahub.go.kr/images/disease/,66,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
100,a1_66(6).jpg,https://www.bigdatahub.go.kr/images/disease/,66,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
101,a1_66(7).jpg,https://www.bigdatahub.go.kr/images/disease/,66,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
102,a1_66(8).jpg,https://www.bigdatahub.go.kr/images/disease/,66,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
103,a1_66(9).jpg,https://www.bigdatahub.go.kr/images/disease/,66,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
104,a1_67(1).jpg,https://www.bigdatahub.go.kr/images/disease/,67,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
105,a1_67(2).jpg,https://www.bigdatahub.go.kr/images/disease/,67,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
106,a1_67(3).jpg,https://www.bigdatahub.go.kr/images/disease/,67,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
107,a1_67(4).jpg,https://www.bigdatahub.go.kr/images/disease/,67,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
108,a1_67(5).jpg,https://www.bigdatahub.go.kr/images/disease/,67,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
109,a1_67(6).jpg,https://www.bigdatahub.go.kr/images/disease/,67,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
110,a1_67(7).jpg,https://www.bigdatahub.go.kr/images/disease/,67,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
111,a1_67(8).jpg,https://www.bigdatahub.go.kr/images/disease/,67,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
112,a1_67(9).jpg,https://www.bigdatahub.go.kr/images/disease/,67,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+기타1
113,a1_70(1).jpg,https://www.bigdatahub.go.kr/images/disease/,70,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
114,a1_70(2).jpg,https://www.bigdatahub.go.kr/images/disease/,70,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
115,a1_70(3).jpg,https://www.bigdatahub.go.kr/images/disease/,70,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
116,a1_70(4).jpg,https://www.bigdatahub.go.kr/images/disease/,70,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
117,a1_70(5).jpg,https://www.bigdatahub.go.kr/images/disease/,70,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
118,a1_70(6).jpg,https://www.bigdatahub.go.kr/images/disease/,70,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
119,a1_70(7).jpg,https://www.bigdatahub.go.kr/images/disease/,70,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
120,a1_70(8).jpg,https://www.bigdatahub.go.kr/images/disease/,70,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
121,a1_70(9).jpg,https://www.bigdatahub.go.kr/images/disease/,70,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
122,a1_73(1).jpg,https://www.bigdatahub.go.kr/images/disease/,73,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
123,a1_73(2).jpg,https://www.bigdatahub.go.kr/images/disease/,73,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
124,a1_73(3).jpg,https://www.bigdatahub.go.kr/images/disease/,73,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
125,a1_77(1).jpg,https://www.bigdatahub.go.kr/images/disease/,77,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
126,a1_77(2).jpg,https://www.bigdatahub.go.kr/images/disease/,77,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
127,a1_77(3).jpg,https://www.bigdatahub.go.kr/images/disease/,77,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
128,a1_77(4).jpg,https://www.bigdatahub.go.kr/images/disease/,77,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
129,a1_77(5).jpg,https://www.bigdatahub.go.kr/images/disease/,77,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
130,a1_77(6).jpg,https://www.bigdatahub.go.kr/images/disease/,77,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
131,a1_77(7).jpg,https://www.bigdatahub.go.kr/images/disease/,77,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
132,a1_77(8).jpg,https://www.bigdatahub.go.kr/images/disease/,77,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
133,a1_77(9).jpg,https://www.bigdatahub.go.kr/images/disease/,77,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병
134,a1_81(1).jpg,https://www.bigdatahub.go.kr/images/disease/,81,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
135,a1_81(2).jpg,https://www.bigdatahub.go.kr/images/disease/,81,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
136,a1_81(3).jpg,https://www.bigdatahub.go.kr/images/disease/,81,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
137,a1_81(4).jpg,https://www.bigdatahub.go.kr/images/disease/,81,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
138,a1_81(5).jpg,https://www.bigdatahub.go.kr/images/disease/,81,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
139,a1_81(6).jpg,https://www.bigdatahub.go.kr/images/disease/,81,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
140,a1_81(7).jpg,https://www.bigdatahub.go.kr/images/disease/,81,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
141,a1_81(8).jpg,https://www.bigdatahub.go.kr/images/disease/,81,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크+탄저병
