파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
31,a1_39(9).jpg,https://www.bigdatahub.go.kr/images/disease/,39,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
32,a1_44(1).jpg,https://www.bigdatahub.go.kr/images/disease/,44,1,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
33,a1_44(2).jpg,https://www.bigdatahub.go.kr/images/disease/,44,2,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
34,a1_44(3).jpg,https://www.bigdatahub.go.kr/images/disease/,44,3,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
35,a1_44(4).jpg,https://www.bigdatahub.go.kr/images/disease/,44,4,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
36,a1_44(5).jpg,https://www.bigdatahub.go.kr/images/disease/,44,5,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
37,a1_44(6).jpg,https://www.bigdatahub.go.kr/images/disease/,44,6,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
38,a1_44(7).jpg,https://www.bigdatahub.go.kr/images/disease/,44,7,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
39,a1_44(8).jpg,https://www.bigdatahub.go.kr/images/disease/,44,8,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
40,a1_44(9).jpg,https://www.bigdatahub.go.kr/images/disease/,44,9,2020-09-24 15:19,1,31.2 ℃,31.6 %,31.5 ℃,42.5 %,15030 lux,정상
41,a1_78(1).jpg,https://www.bigdatahub.go.kr/images/disease/,78,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
42,a1_78(2).jpg,https://www.bigdatahub.go.kr/images/disease/,78,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
43,a1_78(3).jpg,https://www.bigdatahub.go.kr/images/disease/,78,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
44,a1_78(4).jpg,https://www.bigdatahub.go.kr/images/disease/,78,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
45,a1_78(5).jpg,https://www.bigdatahub.go.kr/images/disease/,78,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
46,a1_78(6).jpg,https://www.bigdatahub.go.kr/images/disease/,78,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
47,a1_78(7).jpg,https://www.bigdatahub.go.kr/images/disease/,78,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
48,a1_78(8).jpg,https://www.bigdatahub.go.kr/images/disease/,78,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
49,a1_78(9).jpg,https://www.bigdatahub.go.kr/images/disease/,78,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
50,a1_79(1).jpg,https://www.bigdatahub.go.kr/images/disease/,79,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
51,a1_79(2).jpg,https://www.bigdatahub.go.kr/images/disease/,79,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
52,a1_79(3).jpg,https://www.bigdatahub.go.kr/images/disease/,79,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
53,a1_79(4).jpg,https://www.bigdatahub.go.kr/images/disease/,79,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
54,a1_79(5).jpg,https://www.bigdatahub.go.kr/images/disease/,79,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
55,a1_79(6).jpg,https://www.bigdatahub.go.kr/images/disease/,79,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
56,a1_79(7).jpg,https://www.bigdatahub.go.kr/images/disease/,79,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
57,a1_79(8).jpg,https://www.bigdatahub.go.kr/images/disease/,79,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
58,a1_79(9).jpg,https://www.bigdatahub.go.kr/images/disease/,79,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,정상
59,a1_92(1).jpg,https://www.bigdatahub.go.kr/images/disease/,92,1,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
60,a1_92(2).jpg,https://www.bigdatahub.go.kr/images/disease/,92,2,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
61,a1_92(3).jpg,https://www.bigdatahub.go.kr/images/disease/,92,3,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
62,a1_92(4).jpg,https://www.bigdatahub.go.kr/images/disease/,92,4,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
63,a1_92(5).jpg,https://www.bigdatahub.go.kr/images/disease/,92,5,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
64,a1_92(6).jpg,https://www.bigdatahub.go.kr/images/disease/,92,6,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
65,a1_92(7).jpg,https://www.bigdatahub.go.kr/images/disease/,92,7,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
66,a1_92(8).jpg,https://www.bigdatahub.go.kr/images/disease/,92,8,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
67,a1_92(9).jpg,https://www.bigdatahub.go.kr/images/disease/,92,9,2020-10-26 15:54,1,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
68,a1_93(1).jpg,https://www.bigdatahub.go.kr/images/disease/,93,1,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
69,a1_93(2).jpg,https://www.bigdatahub.go.kr/images/disease/,93,2,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
70,a1_93(3).jpg,https://www.bigdatahub.go.kr/images/disease/,93,3,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
71,a1_94(1).jpg,https://www.bigdatahub.go.kr/images/disease/,94,1,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
72,a1_94(2).jpg,https://www.bigdatahub.go.kr/images/disease/,94,2,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
73,a1_94(3).jpg,https://www.bigdatahub.go.kr/images/disease/,94,3,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
74,a1_94(4).jpg,https://www.bigdatahub.go.kr/images/disease/,94,4,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
75,a1_94(5).jpg,https://www.bigdatahub.go.kr/images/disease/,94,5,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
76,a1_94(6).jpg,https://www.bigdatahub.go.kr/images/disease/,94,6,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
77,a1_94(7).jpg,https://www.bigdatahub.go.kr/images/disease/,94,7,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
78,a1_94(8).jpg,https://www.bigdatahub.go.kr/images/disease/,94,8,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
79,a1_96(1).jpg,https://www.bigdatahub.go.kr/images/disease/,96,1,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
80,a1_97(1).jpg,https://www.bigdatahub.go.kr/images/disease/,97,1,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
81,a1_97(2).jpg,https://www.bigdatahub.go.kr/images/disease/,97,2,2020-10-26 15:54,3,23.2 ℃,33.5 %,24.2 ℃,46.5 %,4612 lux,정상
82,a1_99(1).jpg,https://www.bigdatahub.go.kr/images/disease/,99,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
83,a1_99(2).jpg,https://www.bigdatahub.go.kr/images/disease/,99,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
84,a1_99(3).jpg,https://www.bigdatahub.go.kr/images/disease/,99,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
85,a1_99(4).jpg,https://www.bigdatahub.go.kr/images/disease/,99,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
86,a1_99(5).jpg,https://www.bigdatahub.go.kr/images/disease/,99,5,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
87,a1_99(6).jpg,https://www.bigdatahub.go.kr/images/disease/,99,6,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
88,a1_99(7).jpg,https://www.bigdatahub.go.kr/images/disease/,99,7,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
89,a1_99(8).jpg,https://www.bigdatahub.go.kr/images/disease/,99,8,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
90,a1_99(9).jpg,https://www.bigdatahub.go.kr/images/disease/,99,9,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
91,b1_3(1).jpg,https://www.bigdatahub.go.kr/images/disease/,3,1,‎2020‎-09-24-10:54,2,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
92,b1_4(1).jpg,https://www.bigdatahub.go.kr/images/disease/,4,1,‎2020‎-09-24-10:54,2,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
93,b1_5(1).jpg,https://www.bigdatahub.go.kr/images/disease/,5,1,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
94,b1_5(2).jpg,https://www.bigdatahub.go.kr/images/disease/,5,2,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
95,b1_5(3).jpg,https://www.bigdatahub.go.kr/images/disease/,5,3,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
96,b1_5(4).jpg,https://www.bigdatahub.go.kr/images/disease/,5,4,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
97,b1_5(5).jpg,https://www.bigdatahub.go.kr/images/disease/,5,5,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
98,b1_5(6).jpg,https://www.bigdatahub.go.kr/images/disease/,5,6,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
99,b1_5(7).jpg,https://www.bigdatahub.go.kr/images/disease/,5,7,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
100,b1_5(8).jpg,https://www.bigdatahub.go.kr/images/disease/,5,8,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
101,b1_5(9).jpg,https://www.bigdatahub.go.kr/images/disease/,5,9,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
102,b1_7(1).jpg,https://www.bigdatahub.go.kr/images/disease/,7,1,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
103,b1_7(2).jpg,https://www.bigdatahub.go.kr/images/disease/,7,2,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
104,b1_7(3).jpg,https://www.bigdatahub.go.kr/images/disease/,7,3,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
105,b1_7(4).jpg,https://www.bigdatahub.go.kr/images/disease/,7,4,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
106,b1_7(5).jpg,https://www.bigdatahub.go.kr/images/disease/,7,5,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
107,b1_7(6).jpg,https://www.bigdatahub.go.kr/images/disease/,7,6,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
108,b1_7(7).jpg,https://www.bigdatahub.go.kr/images/disease/,7,7,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
109,b1_7(8).jpg,https://www.bigdatahub.go.kr/images/disease/,7,8,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
110,b1_7(9).jpg,https://www.bigdatahub.go.kr/images/disease/,7,9,‎2020‎-09-24-10:54,1,29.8 ℃,38.6 %,33.6 ℃,44.2 %,15820 lux,정상
111,b1_11(1).jpg,https://www.bigdatahub.go.kr/images/disease/,11,1,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
112,b1_12(1).jpg,https://www.bigdatahub.go.kr/images/disease/,12,1,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
113,b1_15(1).jpg,https://www.bigdatahub.go.kr/images/disease/,15,1,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
114,b1_15(2).jpg,https://www.bigdatahub.go.kr/images/disease/,15,2,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
115,b1_15(3).jpg,https://www.bigdatahub.go.kr/images/disease/,15,3,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
116,b1_15(4).jpg,https://www.bigdatahub.go.kr/images/disease/,15,4,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
117,b1_15(5).jpg,https://www.bigdatahub.go.kr/images/disease/,15,5,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
118,b1_15(6).jpg,https://www.bigdatahub.go.kr/images/disease/,15,6,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
119,b1_15(7).jpg,https://www.bigdatahub.go.kr/images/disease/,15,7,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
120,b1_15(8).jpg,https://www.bigdatahub.go.kr/images/disease/,15,8,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
121,b1_15(9).jpg,https://www.bigdatahub.go.kr/images/disease/,15,9,2020-09-24-13:59,1,30.8 ℃,33.6 %,29.8 ℃,38.0 %,8720 lux,정상
122,b1_16(1).jpg,https://www.bigdatahub.go.kr/images/disease/,16,1,2020-09-28-15:12,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
123,b1_16(2).jpg,https://www.bigdatahub.go.kr/images/disease/,16,2,2020-09-28-15:13,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
124,b1_16(3).jpg,https://www.bigdatahub.go.kr/images/disease/,16,3,2020-09-28-15:14,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
125,b1_16(4).jpg,https://www.bigdatahub.go.kr/images/disease/,16,4,2020-09-28-15:15,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
126,b1_16(5).jpg,https://www.bigdatahub.go.kr/images/disease/,16,5,2020-09-28-15:16,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
127,b1_16(6).jpg,https://www.bigdatahub.go.kr/images/disease/,16,6,2020-09-28-15:17,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
128,b1_16(7).jpg,https://www.bigdatahub.go.kr/images/disease/,16,7,2020-09-28-15:18,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
129,b1_16(8).jpg,https://www.bigdatahub.go.kr/images/disease/,16,8,2020-09-28-15:19,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
130,b1_16(9).jpg,https://www.bigdatahub.go.kr/images/disease/,16,9,2020-09-28-15:20,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,정상
131,b1_20(1).jpg,https://www.bigdatahub.go.kr/images/disease/,20,1,2020-10-07-14:05,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
132,b1_20(2).jpg,https://www.bigdatahub.go.kr/images/disease/,20,2,2020-10-07-14:06,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
133,b1_20(3).jpg,https://www.bigdatahub.go.kr/images/disease/,20,3,2020-10-07-14:07,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
134,b1_20(4).jpg,https://www.bigdatahub.go.kr/images/disease/,20,4,2020-10-07-14:08,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
135,b1_20(5).jpg,https://www.bigdatahub.go.kr/images/disease/,20,5,2020-10-07-14:09,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
136,b1_20(6).jpg,https://www.bigdatahub.go.kr/images/disease/,20,6,2020-10-07-14:10,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
137,b1_20(7).jpg,https://www.bigdatahub.go.kr/images/disease/,20,7,2020-10-07-14:11,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
138,b1_20(8).jpg,https://www.bigdatahub.go.kr/images/disease/,20,8,2020-10-07-14:12,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
139,b1_20(9).jpg,https://www.bigdatahub.go.kr/images/disease/,20,9,2020-10-07-14:13,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
140,b1_21(1).jpg,https://www.bigdatahub.go.kr/images/disease/,21,1,2020-10-07-14:14,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
141,b1_21(2).jpg,https://www.bigdatahub.go.kr/images/disease/,21,2,2020-10-07-14:15,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
142,b1_21(3).jpg,https://www.bigdatahub.go.kr/images/disease/,21,3,2020-10-07-14:16,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
143,b1_21(4).jpg,https://www.bigdatahub.go.kr/images/disease/,21,4,2020-10-07-14:17,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
144,b1_21(5).jpg,https://www.bigdatahub.go.kr/images/disease/,21,5,2020-10-07-14:18,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
145,b1_21(6).jpg,https://www.bigdatahub.go.kr/images/disease/,21,6,2020-10-07-14:19,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
146,b1_21(7).jpg,https://www.bigdatahub.go.kr/images/disease/,21,7,2020-10-07-14:20,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
147,b1_21(8).jpg,https://www.bigdatahub.go.kr/images/disease/,21,8,2020-10-07-14:21,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
148,b1_21(9).jpg,https://www.bigdatahub.go.kr/images/disease/,21,9,2020-10-07-14:22,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
149,b1_24(1).jpg,https://www.bigdatahub.go.kr/images/disease/,24,1,2020-10-07-14:41,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
150,b1_24(2).jpg,https://www.bigdatahub.go.kr/images/disease/,24,2,2020-10-07-14:42,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
151,b1_24(3).jpg,https://www.bigdatahub.go.kr/images/disease/,24,3,2020-10-07-14:43,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
152,b1_24(4).jpg,https://www.bigdatahub.go.kr/images/disease/,24,4,2020-10-07-14:44,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
153,b1_24(5).jpg,https://www.bigdatahub.go.kr/images/disease/,24,5,2020-10-07-14:45,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
