파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
11,a1_74(2).jpg,https://www.bigdatahub.go.kr/images/disease/,74,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
12,a1_74(3).jpg,https://www.bigdatahub.go.kr/images/disease/,74,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
13,a1_74(4).jpg,https://www.bigdatahub.go.kr/images/disease/,74,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
14,a1_74(5).jpg,https://www.bigdatahub.go.kr/images/disease/,74,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
15,a1_74(6).jpg,https://www.bigdatahub.go.kr/images/disease/,74,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
16,a1_74(7).jpg,https://www.bigdatahub.go.kr/images/disease/,74,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
17,a1_74(8).jpg,https://www.bigdatahub.go.kr/images/disease/,74,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
18,a1_74(9).jpg,https://www.bigdatahub.go.kr/images/disease/,74,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,세균성모무늬병
19,a1_100(1).jpg,https://www.bigdatahub.go.kr/images/disease/,100,1,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
20,a1_100(2).jpg,https://www.bigdatahub.go.kr/images/disease/,100,2,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
21,a1_100(3).jpg,https://www.bigdatahub.go.kr/images/disease/,100,3,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
22,a1_100(4).jpg,https://www.bigdatahub.go.kr/images/disease/,100,4,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
23,a1_100(5).jpg,https://www.bigdatahub.go.kr/images/disease/,100,5,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
24,a1_100(6).jpg,https://www.bigdatahub.go.kr/images/disease/,100,6,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
25,a1_100(7).jpg,https://www.bigdatahub.go.kr/images/disease/,100,7,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
26,a1_100(8).jpg,https://www.bigdatahub.go.kr/images/disease/,100,8,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
27,a1_100(9).jpg,https://www.bigdatahub.go.kr/images/disease/,100,9,2020-11-25 13:56,1,20.0 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,모자이크병+세균모무늬병
28,c1_27(1).jpg,https://www.bigdatahub.go.kr/images/disease/,27,1,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
29,c1_27(2).jpg,https://www.bigdatahub.go.kr/images/disease/,27,2,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
30,c1_27(3).jpg,https://www.bigdatahub.go.kr/images/disease/,27,3,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
31,c1_27(4).jpg,https://www.bigdatahub.go.kr/images/disease/,27,4,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
32,c1_27(5).jpg,https://www.bigdatahub.go.kr/images/disease/,27,5,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
33,c1_27(6).jpg,https://www.bigdatahub.go.kr/images/disease/,27,6,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
34,c1_27(7).jpg,https://www.bigdatahub.go.kr/images/disease/,27,7,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
35,c1_27(8).jpg,https://www.bigdatahub.go.kr/images/disease/,27,8,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
36,c1_27(9).jpg,https://www.bigdatahub.go.kr/images/disease/,27,9,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,탄저병+세균성모무늬병
37,c1_37(1).jpg,https://www.bigdatahub.go.kr/images/disease/,37,1,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,세균성모무늬병
38,c1_37(2).jpg,https://www.bigdatahub.go.kr/images/disease/,37,2,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,세균성모무늬병
39,c1_37(3).jpg,https://www.bigdatahub.go.kr/images/disease/,37,3,2020-09-28 14:30,1,29.2 ℃,28.7 %,28.6 ℃,32.1 %,9910 lux,세균성모무늬병
40,c1_61(1).jpg,https://www.bigdatahub.go.kr/images/disease/,61,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
41,c1_61(2).jpg,https://www.bigdatahub.go.kr/images/disease/,61,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
42,c1_61(3).jpg,https://www.bigdatahub.go.kr/images/disease/,61,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
43,c1_61(4).jpg,https://www.bigdatahub.go.kr/images/disease/,61,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
44,c1_61(5).jpg,https://www.bigdatahub.go.kr/images/disease/,61,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
45,c1_61(6).jpg,https://www.bigdatahub.go.kr/images/disease/,61,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
46,c1_61(7).jpg,https://www.bigdatahub.go.kr/images/disease/,61,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
47,c1_61(8).jpg,https://www.bigdatahub.go.kr/images/disease/,61,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
48,c1_61(9).jpg,https://www.bigdatahub.go.kr/images/disease/,61,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병+기타10
49,c1_63(1).jpg,https://www.bigdatahub.go.kr/images/disease/,63,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
50,c1_63(2).jpg,https://www.bigdatahub.go.kr/images/disease/,63,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
51,c1_63(3).jpg,https://www.bigdatahub.go.kr/images/disease/,63,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
52,c1_63(4).jpg,https://www.bigdatahub.go.kr/images/disease/,63,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
53,c1_63(5).jpg,https://www.bigdatahub.go.kr/images/disease/,63,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
54,c1_63(6).jpg,https://www.bigdatahub.go.kr/images/disease/,63,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
55,c1_63(7).jpg,https://www.bigdatahub.go.kr/images/disease/,63,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
56,c1_63(8).jpg,https://www.bigdatahub.go.kr/images/disease/,63,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
57,c1_63(9).jpg,https://www.bigdatahub.go.kr/images/disease/,63,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
58,c1_65(1).jpg,https://www.bigdatahub.go.kr/images/disease/,65,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
59,c1_65(2).jpg,https://www.bigdatahub.go.kr/images/disease/,65,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
60,c1_65(3).jpg,https://www.bigdatahub.go.kr/images/disease/,65,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
61,c1_65(4).jpg,https://www.bigdatahub.go.kr/images/disease/,65,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
62,c1_65(5).jpg,https://www.bigdatahub.go.kr/images/disease/,65,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
63,c1_65(6).jpg,https://www.bigdatahub.go.kr/images/disease/,65,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
64,c1_65(7).jpg,https://www.bigdatahub.go.kr/images/disease/,65,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
65,c1_65(8).jpg,https://www.bigdatahub.go.kr/images/disease/,65,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
66,c1_65(9).jpg,https://www.bigdatahub.go.kr/images/disease/,65,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
67,c1_67(1).jpg,https://www.bigdatahub.go.kr/images/disease/,67,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
68,c1_67(2).jpg,https://www.bigdatahub.go.kr/images/disease/,67,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
69,c1_67(3).jpg,https://www.bigdatahub.go.kr/images/disease/,67,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
70,c1_67(4).jpg,https://www.bigdatahub.go.kr/images/disease/,67,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
71,c1_67(5).jpg,https://www.bigdatahub.go.kr/images/disease/,67,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
72,c1_67(6).jpg,https://www.bigdatahub.go.kr/images/disease/,67,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
73,c1_67(7).jpg,https://www.bigdatahub.go.kr/images/disease/,67,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
74,c1_67(8).jpg,https://www.bigdatahub.go.kr/images/disease/,67,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
75,c1_67(9).jpg,https://www.bigdatahub.go.kr/images/disease/,67,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
76,c1_69(1).jpg,https://www.bigdatahub.go.kr/images/disease/,69,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
77,c1_69(2).jpg,https://www.bigdatahub.go.kr/images/disease/,69,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
78,c1_69(3).jpg,https://www.bigdatahub.go.kr/images/disease/,69,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
79,c1_69(4).jpg,https://www.bigdatahub.go.kr/images/disease/,69,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
80,c1_69(5).jpg,https://www.bigdatahub.go.kr/images/disease/,69,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
81,c1_69(6).jpg,https://www.bigdatahub.go.kr/images/disease/,69,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
82,c1_69(7).jpg,https://www.bigdatahub.go.kr/images/disease/,69,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
83,c1_69(8).jpg,https://www.bigdatahub.go.kr/images/disease/,69,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
84,c1_69(9).jpg,https://www.bigdatahub.go.kr/images/disease/,69,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+흰가루병+세균성모무늬병
85,c1_76(1).jpg,https://www.bigdatahub.go.kr/images/disease/,76,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
86,c1_76(2).jpg,https://www.bigdatahub.go.kr/images/disease/,76,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
87,c1_76(3).jpg,https://www.bigdatahub.go.kr/images/disease/,76,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
88,c1_76(4).jpg,https://www.bigdatahub.go.kr/images/disease/,76,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
89,c1_76(5).jpg,https://www.bigdatahub.go.kr/images/disease/,76,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
90,c1_76(6).jpg,https://www.bigdatahub.go.kr/images/disease/,76,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
91,c1_76(7).jpg,https://www.bigdatahub.go.kr/images/disease/,76,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
92,c1_76(8).jpg,https://www.bigdatahub.go.kr/images/disease/,76,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
93,c1_76(9).jpg,https://www.bigdatahub.go.kr/images/disease/,76,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
94,c1_80(1).jpg,https://www.bigdatahub.go.kr/images/disease/,80,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
95,c1_80(2).jpg,https://www.bigdatahub.go.kr/images/disease/,80,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
96,c1_80(3).jpg,https://www.bigdatahub.go.kr/images/disease/,80,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
97,c1_80(4).jpg,https://www.bigdatahub.go.kr/images/disease/,80,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
98,c1_80(5).jpg,https://www.bigdatahub.go.kr/images/disease/,80,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
99,c1_80(6).jpg,https://www.bigdatahub.go.kr/images/disease/,80,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
100,c1_80(7).jpg,https://www.bigdatahub.go.kr/images/disease/,80,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
101,c1_80(8).jpg,https://www.bigdatahub.go.kr/images/disease/,80,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
102,c1_80(9).jpg,https://www.bigdatahub.go.kr/images/disease/,80,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
103,c1_81(1).jpg,https://www.bigdatahub.go.kr/images/disease/,81,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
104,c1_81(2).jpg,https://www.bigdatahub.go.kr/images/disease/,81,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
105,c1_81(3).jpg,https://www.bigdatahub.go.kr/images/disease/,81,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
106,c1_81(4).jpg,https://www.bigdatahub.go.kr/images/disease/,81,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
107,c1_81(5).jpg,https://www.bigdatahub.go.kr/images/disease/,81,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
108,c1_81(6).jpg,https://www.bigdatahub.go.kr/images/disease/,81,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
109,c1_81(7).jpg,https://www.bigdatahub.go.kr/images/disease/,81,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
110,c1_81(8).jpg,https://www.bigdatahub.go.kr/images/disease/,81,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
111,c1_81(9).jpg,https://www.bigdatahub.go.kr/images/disease/,81,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
112,c1_82(1).jpg,https://www.bigdatahub.go.kr/images/disease/,82,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
113,c1_82(2).jpg,https://www.bigdatahub.go.kr/images/disease/,82,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
114,c1_82(3).jpg,https://www.bigdatahub.go.kr/images/disease/,82,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
115,c1_82(4).jpg,https://www.bigdatahub.go.kr/images/disease/,82,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
116,c1_82(5).jpg,https://www.bigdatahub.go.kr/images/disease/,82,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
117,c1_82(6).jpg,https://www.bigdatahub.go.kr/images/disease/,82,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
118,c1_82(7).jpg,https://www.bigdatahub.go.kr/images/disease/,82,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
119,c1_82(8).jpg,https://www.bigdatahub.go.kr/images/disease/,82,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
120,c1_82(9).jpg,https://www.bigdatahub.go.kr/images/disease/,82,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+세균성모무늬병+흰가루병
121,c1_84(1).jpg,https://www.bigdatahub.go.kr/images/disease/,84,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
122,c1_84(2).jpg,https://www.bigdatahub.go.kr/images/disease/,84,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
123,c1_84(3).jpg,https://www.bigdatahub.go.kr/images/disease/,84,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
124,c1_84(4).jpg,https://www.bigdatahub.go.kr/images/disease/,84,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
125,c1_84(5).jpg,https://www.bigdatahub.go.kr/images/disease/,84,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
126,c1_84(6).jpg,https://www.bigdatahub.go.kr/images/disease/,84,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
127,c1_84(7).jpg,https://www.bigdatahub.go.kr/images/disease/,84,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
128,c1_84(8).jpg,https://www.bigdatahub.go.kr/images/disease/,84,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
129,c1_84(9).jpg,https://www.bigdatahub.go.kr/images/disease/,84,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,탄저병+흰가루병+세균성모무늬병
130,d1_14(1).jpg,https://www.bigdatahub.go.kr/images/disease/,14,1,2020-09-24 13:57,1,31.2 ℃,35.8 %,33.6 ℃,45.2 %,8620 lux,세균성모무늬병
131,d1_14(2).jpg,https://www.bigdatahub.go.kr/images/disease/,14,2,2020-09-24 13:57,1,31.2 ℃,35.8 %,33.6 ℃,45.2 %,8620 lux,세균성모무늬병
132,d1_14(3).jpg,https://www.bigdatahub.go.kr/images/disease/,14,3,2020-09-24 13:57,1,31.2 ℃,35.8 %,33.6 ℃,45.2 %,8620 lux,세균성모무늬병
133,d1_14(4).jpg,https://www.bigdatahub.go.kr/images/disease/,14,4,2020-09-24 13:57,1,31.2 ℃,35.8 %,33.6 ℃,45.2 %,8620 lux,세균성모무늬병
