파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
17,a1_48(5).jpg,https://www.bigdatahub.go.kr/images/disease/,48,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병
18,a1_48(6).jpg,https://www.bigdatahub.go.kr/images/disease/,48,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병
19,a1_48(7).jpg,https://www.bigdatahub.go.kr/images/disease/,48,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병
20,a1_48(8).jpg,https://www.bigdatahub.go.kr/images/disease/,48,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병
21,a1_48(9).jpg,https://www.bigdatahub.go.kr/images/disease/,48,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병
22,a1_49(1).jpg,https://www.bigdatahub.go.kr/images/disease/,49,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타1
23,a1_49(2).jpg,https://www.bigdatahub.go.kr/images/disease/,49,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타2
24,a1_49(3).jpg,https://www.bigdatahub.go.kr/images/disease/,49,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타3
25,a1_49(4).jpg,https://www.bigdatahub.go.kr/images/disease/,49,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타4
26,a1_49(5).jpg,https://www.bigdatahub.go.kr/images/disease/,49,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타5
27,a1_49(6).jpg,https://www.bigdatahub.go.kr/images/disease/,49,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타6
28,a1_49(7).jpg,https://www.bigdatahub.go.kr/images/disease/,49,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타7
29,a1_49(8).jpg,https://www.bigdatahub.go.kr/images/disease/,49,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타8
30,a1_49(9).jpg,https://www.bigdatahub.go.kr/images/disease/,49,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+기타9
31,a1_50(1).jpg,https://www.bigdatahub.go.kr/images/disease/,50,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
32,a1_50(2).jpg,https://www.bigdatahub.go.kr/images/disease/,50,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
33,a1_50(3).jpg,https://www.bigdatahub.go.kr/images/disease/,50,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
34,a1_50(4).jpg,https://www.bigdatahub.go.kr/images/disease/,50,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
35,a1_50(5).jpg,https://www.bigdatahub.go.kr/images/disease/,50,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
36,a1_50(6).jpg,https://www.bigdatahub.go.kr/images/disease/,50,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
37,a1_50(7).jpg,https://www.bigdatahub.go.kr/images/disease/,50,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
38,a1_50(8).jpg,https://www.bigdatahub.go.kr/images/disease/,50,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
39,a1_50(9).jpg,https://www.bigdatahub.go.kr/images/disease/,50,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
40,a1_56(1).jpg,https://www.bigdatahub.go.kr/images/disease/,56,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
41,a1_56(2).jpg,https://www.bigdatahub.go.kr/images/disease/,56,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
42,a1_56(3).jpg,https://www.bigdatahub.go.kr/images/disease/,56,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
43,a1_56(4).jpg,https://www.bigdatahub.go.kr/images/disease/,56,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
44,a1_56(5).jpg,https://www.bigdatahub.go.kr/images/disease/,56,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
45,a1_56(6).jpg,https://www.bigdatahub.go.kr/images/disease/,56,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
46,a1_56(7).jpg,https://www.bigdatahub.go.kr/images/disease/,56,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
47,a1_56(8).jpg,https://www.bigdatahub.go.kr/images/disease/,56,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
48,a1_56(9).jpg,https://www.bigdatahub.go.kr/images/disease/,56,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
49,a1_57(1).jpg,https://www.bigdatahub.go.kr/images/disease/,57,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
50,a1_57(2).jpg,https://www.bigdatahub.go.kr/images/disease/,57,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
51,a1_57(3).jpg,https://www.bigdatahub.go.kr/images/disease/,57,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
52,a1_57(4).jpg,https://www.bigdatahub.go.kr/images/disease/,57,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
53,a1_57(5).jpg,https://www.bigdatahub.go.kr/images/disease/,57,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
54,a1_57(6).jpg,https://www.bigdatahub.go.kr/images/disease/,57,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
55,a1_57(7).jpg,https://www.bigdatahub.go.kr/images/disease/,57,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
56,a1_57(8).jpg,https://www.bigdatahub.go.kr/images/disease/,57,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
57,a1_57(9).jpg,https://www.bigdatahub.go.kr/images/disease/,57,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
58,a1_59(1).jpg,https://www.bigdatahub.go.kr/images/disease/,59,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
59,a1_59(2).jpg,https://www.bigdatahub.go.kr/images/disease/,59,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
60,a1_59(3).jpg,https://www.bigdatahub.go.kr/images/disease/,59,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
61,a1_59(4).jpg,https://www.bigdatahub.go.kr/images/disease/,59,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
62,a1_59(5).jpg,https://www.bigdatahub.go.kr/images/disease/,59,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
63,a1_59(6).jpg,https://www.bigdatahub.go.kr/images/disease/,59,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
64,a1_59(7).jpg,https://www.bigdatahub.go.kr/images/disease/,59,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
65,a1_59(8).jpg,https://www.bigdatahub.go.kr/images/disease/,59,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
66,a1_59(9).jpg,https://www.bigdatahub.go.kr/images/disease/,59,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
67,a1_61(1).jpg,https://www.bigdatahub.go.kr/images/disease/,61,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
68,a1_61(2).jpg,https://www.bigdatahub.go.kr/images/disease/,61,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
69,a1_61(3).jpg,https://www.bigdatahub.go.kr/images/disease/,61,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
70,a1_61(4).jpg,https://www.bigdatahub.go.kr/images/disease/,61,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
71,a1_61(5).jpg,https://www.bigdatahub.go.kr/images/disease/,61,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
72,a1_61(6).jpg,https://www.bigdatahub.go.kr/images/disease/,61,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
73,a1_61(7).jpg,https://www.bigdatahub.go.kr/images/disease/,61,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
74,a1_61(8).jpg,https://www.bigdatahub.go.kr/images/disease/,61,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
75,a1_61(9).jpg,https://www.bigdatahub.go.kr/images/disease/,61,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
76,a1_63(1).jpg,https://www.bigdatahub.go.kr/images/disease/,63,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
77,a1_63(2).jpg,https://www.bigdatahub.go.kr/images/disease/,63,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
78,a1_63(3).jpg,https://www.bigdatahub.go.kr/images/disease/,63,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
79,a1_63(4).jpg,https://www.bigdatahub.go.kr/images/disease/,63,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
80,a1_63(5).jpg,https://www.bigdatahub.go.kr/images/disease/,63,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
81,a1_63(6).jpg,https://www.bigdatahub.go.kr/images/disease/,63,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
82,a1_63(7).jpg,https://www.bigdatahub.go.kr/images/disease/,63,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
83,a1_63(8).jpg,https://www.bigdatahub.go.kr/images/disease/,63,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
84,a1_63(9).jpg,https://www.bigdatahub.go.kr/images/disease/,63,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
85,a1_66(1).jpg,https://www.bigdatahub.go.kr/images/disease/,66,1,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
86,a1_66(2).jpg,https://www.bigdatahub.go.kr/images/disease/,66,2,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
87,a1_66(3).jpg,https://www.bigdatahub.go.kr/images/disease/,66,3,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
88,a1_66(4).jpg,https://www.bigdatahub.go.kr/images/disease/,66,4,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
89,a1_66(5).jpg,https://www.bigdatahub.go.kr/images/disease/,66,5,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
90,a1_66(6).jpg,https://www.bigdatahub.go.kr/images/disease/,66,6,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
91,a1_66(7).jpg,https://www.bigdatahub.go.kr/images/disease/,66,7,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
92,a1_66(8).jpg,https://www.bigdatahub.go.kr/images/disease/,66,8,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
93,a1_66(9).jpg,https://www.bigdatahub.go.kr/images/disease/,66,9,2020-09-28 14:33,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병+모자이크병
94,a1_69(1).jpg,https://www.bigdatahub.go.kr/images/disease/,69,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
95,a1_69(2).jpg,https://www.bigdatahub.go.kr/images/disease/,69,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
96,a1_69(3).jpg,https://www.bigdatahub.go.kr/images/disease/,69,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
97,a1_69(4).jpg,https://www.bigdatahub.go.kr/images/disease/,69,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
98,a1_69(5).jpg,https://www.bigdatahub.go.kr/images/disease/,69,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
99,a1_69(6).jpg,https://www.bigdatahub.go.kr/images/disease/,69,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
100,a1_69(7).jpg,https://www.bigdatahub.go.kr/images/disease/,69,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
101,a1_69(8).jpg,https://www.bigdatahub.go.kr/images/disease/,69,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
102,a1_69(9).jpg,https://www.bigdatahub.go.kr/images/disease/,69,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
103,a1_70(1).jpg,https://www.bigdatahub.go.kr/images/disease/,70,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
104,a1_70(2).jpg,https://www.bigdatahub.go.kr/images/disease/,70,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
105,a1_70(3).jpg,https://www.bigdatahub.go.kr/images/disease/,70,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
106,a1_70(4).jpg,https://www.bigdatahub.go.kr/images/disease/,70,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
107,a1_70(5).jpg,https://www.bigdatahub.go.kr/images/disease/,70,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
108,a1_70(6).jpg,https://www.bigdatahub.go.kr/images/disease/,70,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
109,a1_70(7).jpg,https://www.bigdatahub.go.kr/images/disease/,70,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
110,a1_70(8).jpg,https://www.bigdatahub.go.kr/images/disease/,70,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
111,a1_70(9).jpg,https://www.bigdatahub.go.kr/images/disease/,70,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,모자이크병+탄저병
112,a1_71(1).jpg,https://www.bigdatahub.go.kr/images/disease/,71,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
113,a1_71(2).jpg,https://www.bigdatahub.go.kr/images/disease/,71,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
114,a1_71(3).jpg,https://www.bigdatahub.go.kr/images/disease/,71,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
115,a1_71(4).jpg,https://www.bigdatahub.go.kr/images/disease/,71,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
116,a1_71(5).jpg,https://www.bigdatahub.go.kr/images/disease/,71,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
117,a1_71(6).jpg,https://www.bigdatahub.go.kr/images/disease/,71,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
118,a1_71(7).jpg,https://www.bigdatahub.go.kr/images/disease/,71,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
119,a1_71(8).jpg,https://www.bigdatahub.go.kr/images/disease/,71,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
120,a1_71(9).jpg,https://www.bigdatahub.go.kr/images/disease/,71,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
121,a1_72(1).jpg,https://www.bigdatahub.go.kr/images/disease/,72,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
122,a1_72(2).jpg,https://www.bigdatahub.go.kr/images/disease/,72,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
123,a1_72(3).jpg,https://www.bigdatahub.go.kr/images/disease/,72,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
124,a1_72(4).jpg,https://www.bigdatahub.go.kr/images/disease/,72,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
125,a1_72(5).jpg,https://www.bigdatahub.go.kr/images/disease/,72,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
126,a1_72(6).jpg,https://www.bigdatahub.go.kr/images/disease/,72,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
127,a1_72(7).jpg,https://www.bigdatahub.go.kr/images/disease/,72,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
128,a1_72(8).jpg,https://www.bigdatahub.go.kr/images/disease/,72,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
129,a1_72(9).jpg,https://www.bigdatahub.go.kr/images/disease/,72,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
130,a1_73(1).jpg,https://www.bigdatahub.go.kr/images/disease/,73,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
131,a1_73(2).jpg,https://www.bigdatahub.go.kr/images/disease/,73,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
132,a1_73(3).jpg,https://www.bigdatahub.go.kr/images/disease/,73,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,그을음병+탄저병+모자이크병
133,a1_75(1).jpg,https://www.bigdatahub.go.kr/images/disease/,75,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
134,a1_75(2).jpg,https://www.bigdatahub.go.kr/images/disease/,75,2,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
135,a1_75(3).jpg,https://www.bigdatahub.go.kr/images/disease/,75,3,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
136,a1_75(4).jpg,https://www.bigdatahub.go.kr/images/disease/,75,4,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
137,a1_75(5).jpg,https://www.bigdatahub.go.kr/images/disease/,75,5,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
138,a1_75(6).jpg,https://www.bigdatahub.go.kr/images/disease/,75,6,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
139,a1_75(7).jpg,https://www.bigdatahub.go.kr/images/disease/,75,7,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
140,a1_75(8).jpg,https://www.bigdatahub.go.kr/images/disease/,75,8,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
141,a1_75(9).jpg,https://www.bigdatahub.go.kr/images/disease/,75,9,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
142,a1_76(1).jpg,https://www.bigdatahub.go.kr/images/disease/,76,1,2020-09-28 14:46,1,29.2 ℃,28.7 %,32.3 ℃,36.6 %,5630 lux,탄저병
